mixture_ID,mixture_path,source_1_path,source_2_path,length
5688-41232-0075_4441-76250-0000,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/5688-41232-0075_4441-76250-0000.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/5688-41232-0075_4441-76250-0000.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/5688-41232-0075_4441-76250-0000.wav,8490.0
374-180298-0060_1502-122619-0087,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/374-180298-0060_1502-122619-0087.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/374-180298-0060_1502-122619-0087.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/374-180298-0060_1502-122619-0087.wav,9500.0
4441-76263-0032_1502-122615-0032,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/4441-76263-0032_1502-122615-0032.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/4441-76263-0032_1502-122615-0032.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/4441-76263-0032_1502-122615-0032.wav,6020.0
4014-186183-0000_8324-286683-0024,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/4014-186183-0000_8324-286683-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/4014-186183-0000_8324-286683-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/4014-186183-0000_8324-286683-0024.wav,18370.0
6415-111615-0037_4441-76262-0002,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/6415-111615-0037_4441-76262-0002.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/6415-111615-0037_4441-76262-0002.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/6415-111615-0037_4441-76262-0002.wav,10960.0
8324-286681-0003_4014-186175-0021,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/8324-286681-0003_4014-186175-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/8324-286681-0003_4014-186175-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/8324-286681-0003_4014-186175-0021.wav,7800.0
1502-122619-0052_374-180298-0030,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/1502-122619-0052_374-180298-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/1502-122619-0052_374-180298-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/1502-122619-0052_374-180298-0030.wav,10910.0
7302-86814-0000_5688-15787-0012,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/7302-86814-0000_5688-15787-0012.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/7302-86814-0000_5688-15787-0012.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/7302-86814-0000_5688-15787-0012.wav,27720.0
7302-86814-0026_5688-41232-0054,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/7302-86814-0026_5688-41232-0054.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/7302-86814-0026_5688-41232-0054.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/7302-86814-0026_5688-41232-0054.wav,12190.0
7302-86815-0030_374-180299-0017,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/7302-86815-0030_374-180299-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/7302-86815-0030_374-180299-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/7302-86815-0030_374-180299-0017.wav,13300.0
4441-76250-0023_8063-274115-0022,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/4441-76250-0023_8063-274115-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/4441-76250-0023_8063-274115-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/4441-76250-0023_8063-274115-0022.wav,10810.0
5688-41232-0015_7302-86815-0036,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/5688-41232-0015_7302-86815-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/5688-41232-0015_7302-86815-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/5688-41232-0015_7302-86815-0036.wav,6460.0
3214-167607-0032_4441-76262-0024,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/3214-167607-0032_4441-76262-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/3214-167607-0032_4441-76262-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/3214-167607-0032_4441-76262-0024.wav,28600.0
4014-186183-0011_5688-15787-0040,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/4014-186183-0011_5688-15787-0040.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/4014-186183-0011_5688-15787-0040.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/4014-186183-0011_5688-15787-0040.wav,6290.0
8324-286681-0005_7302-86815-0080,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/8324-286681-0005_7302-86815-0080.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/8324-286681-0005_7302-86815-0080.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/8324-286681-0005_7302-86815-0080.wav,27400.0
374-180299-0024_3214-167607-0006,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/374-180299-0024_3214-167607-0006.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/374-180299-0024_3214-167607-0006.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/374-180299-0024_3214-167607-0006.wav,28230.0
8324-286682-0016_6415-116629-0001,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/8324-286682-0016_6415-116629-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/8324-286682-0016_6415-116629-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/8324-286682-0016_6415-116629-0001.wav,29380.0
4441-76250-0008_5688-41232-0074,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/4441-76250-0008_5688-41232-0074.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/4441-76250-0008_5688-41232-0074.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/4441-76250-0008_5688-41232-0074.wav,17990.0
8324-286682-0018_7302-86815-0063,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/8324-286682-0018_7302-86815-0063.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/8324-286682-0018_7302-86815-0063.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/8324-286682-0018_7302-86815-0063.wav,28660.0
1502-122619-0033_7302-86815-0084,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/1502-122619-0033_7302-86815-0084.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/1502-122619-0033_7302-86815-0084.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/1502-122619-0033_7302-86815-0084.wav,21260.0
1502-122619-0025_374-180299-0036,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/1502-122619-0025_374-180299-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/1502-122619-0025_374-180299-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/1502-122619-0025_374-180299-0036.wav,26760.0
6415-111615-0005_8324-286683-0037,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/6415-111615-0005_8324-286683-0037.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/6415-111615-0005_8324-286683-0037.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/6415-111615-0005_8324-286683-0037.wav,28140.0
1502-122615-0005_4441-76263-0046,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/1502-122615-0005_4441-76263-0046.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/1502-122615-0005_4441-76263-0046.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/1502-122615-0005_4441-76263-0046.wav,15460.0
4441-76262-0023_1502-122619-0053,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/4441-76262-0023_1502-122619-0053.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/4441-76262-0023_1502-122619-0053.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/4441-76262-0023_1502-122619-0053.wav,19880.0
8063-274115-0008_3214-167607-0034,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/8063-274115-0008_3214-167607-0034.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/8063-274115-0008_3214-167607-0034.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/8063-274115-0008_3214-167607-0034.wav,22650.0
4441-76250-0016_3214-167606-0009,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/4441-76250-0016_3214-167606-0009.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/4441-76250-0016_3214-167606-0009.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/4441-76250-0016_3214-167606-0009.wav,27830.0
7302-86815-0046_5688-41232-0060,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/7302-86815-0046_5688-41232-0060.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/7302-86815-0046_5688-41232-0060.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/7302-86815-0046_5688-41232-0060.wav,26960.0
6415-111615-0018_374-180299-0025,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/6415-111615-0018_374-180299-0025.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/6415-111615-0018_374-180299-0025.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/6415-111615-0018_374-180299-0025.wav,25860.0
374-180298-0029_3214-167602-0028,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/374-180298-0029_3214-167602-0028.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/374-180298-0029_3214-167602-0028.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/374-180298-0029_3214-167602-0028.wav,6270.0
3214-167607-0038_4014-186176-0017,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/3214-167607-0038_4014-186176-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/3214-167607-0038_4014-186176-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/3214-167607-0038_4014-186176-0017.wav,11160.0
1502-122619-0006_8324-286683-0020,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/1502-122619-0006_8324-286683-0020.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/1502-122619-0006_8324-286683-0020.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/1502-122619-0006_8324-286683-0020.wav,15820.0
4441-76262-0001_7302-86815-0022,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/4441-76262-0001_7302-86815-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/4441-76262-0001_7302-86815-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/4441-76262-0001_7302-86815-0022.wav,6730.0
4441-76250-0032_1502-122619-0045,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/4441-76250-0032_1502-122619-0045.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/4441-76250-0032_1502-122619-0045.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/4441-76250-0032_1502-122619-0045.wav,23410.0
1502-122619-0031_8324-286682-0024,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/1502-122619-0031_8324-286682-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/1502-122619-0031_8324-286682-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/1502-122619-0031_8324-286682-0024.wav,28100.0
8063-274117-0008_8324-286683-0009,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/8063-274117-0008_8324-286683-0009.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/8063-274117-0008_8324-286683-0009.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/8063-274117-0008_8324-286683-0009.wav,23070.0
4014-186179-0008_7302-86815-0005,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/4014-186179-0008_7302-86815-0005.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/4014-186179-0008_7302-86815-0005.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/4014-186179-0008_7302-86815-0005.wav,12280.0
3214-167607-0023_8324-286682-0028,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/3214-167607-0023_8324-286682-0028.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/3214-167607-0023_8324-286682-0028.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/3214-167607-0023_8324-286682-0028.wav,15210.0
6415-116629-0032_374-180299-0019,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/6415-116629-0032_374-180299-0019.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/6415-116629-0032_374-180299-0019.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/6415-116629-0032_374-180299-0019.wav,27850.0
6415-100596-0020_4441-76263-0029,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/6415-100596-0020_4441-76263-0029.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/6415-100596-0020_4441-76263-0029.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/6415-100596-0020_4441-76263-0029.wav,10630.0
4014-186179-0027_1502-122619-0024,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/4014-186179-0027_1502-122619-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/4014-186179-0027_1502-122619-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/4014-186179-0027_1502-122619-0024.wav,6700.0
1502-122619-0026_8063-274117-0021,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/1502-122619-0026_8063-274117-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/1502-122619-0026_8063-274117-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/1502-122619-0026_8063-274117-0021.wav,23300.0
3214-167606-0001_5688-41232-0024,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/3214-167606-0001_5688-41232-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/3214-167606-0001_5688-41232-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/3214-167606-0001_5688-41232-0024.wav,16290.0
8063-274116-0022_1502-122619-0081,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/8063-274116-0022_1502-122619-0081.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/8063-274116-0022_1502-122619-0081.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/8063-274116-0022_1502-122619-0081.wav,9390.0
8324-286682-0032_5688-41232-0046,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/mix_clean/8324-286682-0032_5688-41232-0046.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s1/8324-286682-0032_5688-41232-0046.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/min/train-100-rand10-train/s2/8324-286682-0032_5688-41232-0046.wav,25200.0
