mixture_ID,mixture_path,source_1_path,source_2_path,noise_path,length
8063-274112-0000_374-180299-0001,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/8063-274112-0000_374-180299-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/8063-274112-0000_374-180299-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/8063-274112-0000_374-180299-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/8063-274112-0000_374-180299-0001.wav,20640.0
5688-41232-0075_4441-76250-0000,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/5688-41232-0075_4441-76250-0000.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/5688-41232-0075_4441-76250-0000.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/5688-41232-0075_4441-76250-0000.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/5688-41232-0075_4441-76250-0000.wav,25490.0
374-180298-0060_1502-122619-0087,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/374-180298-0060_1502-122619-0087.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/374-180298-0060_1502-122619-0087.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/374-180298-0060_1502-122619-0087.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/374-180298-0060_1502-122619-0087.wav,16951.0
4441-76263-0032_1502-122615-0032,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/4441-76263-0032_1502-122615-0032.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/4441-76263-0032_1502-122615-0032.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/4441-76263-0032_1502-122615-0032.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/4441-76263-0032_1502-122615-0032.wav,25840.0
4014-186183-0000_8324-286683-0024,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/4014-186183-0000_8324-286683-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/4014-186183-0000_8324-286683-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/4014-186183-0000_8324-286683-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/4014-186183-0000_8324-286683-0024.wav,25000.0
6415-111615-0037_4441-76262-0002,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/6415-111615-0037_4441-76262-0002.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/6415-111615-0037_4441-76262-0002.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/6415-111615-0037_4441-76262-0002.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/6415-111615-0037_4441-76262-0002.wav,28530.0
8324-286681-0003_4014-186175-0021,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/8324-286681-0003_4014-186175-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/8324-286681-0003_4014-186175-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/8324-286681-0003_4014-186175-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/8324-286681-0003_4014-186175-0021.wav,29240.0
1502-122619-0052_374-180298-0030,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/1502-122619-0052_374-180298-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/1502-122619-0052_374-180298-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/1502-122619-0052_374-180298-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/1502-122619-0052_374-180298-0030.wav,30210.0
7302-86814-0000_5688-15787-0012,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/7302-86814-0000_5688-15787-0012.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/7302-86814-0000_5688-15787-0012.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/7302-86814-0000_5688-15787-0012.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/7302-86814-0000_5688-15787-0012.wav,28880.0
7302-86814-0026_5688-41232-0054,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/7302-86814-0026_5688-41232-0054.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/7302-86814-0026_5688-41232-0054.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/7302-86814-0026_5688-41232-0054.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/7302-86814-0026_5688-41232-0054.wav,26310.0
7302-86815-0030_374-180299-0017,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/7302-86815-0030_374-180299-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/7302-86815-0030_374-180299-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/7302-86815-0030_374-180299-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/7302-86815-0030_374-180299-0017.wav,29460.0
4441-76250-0023_8063-274115-0022,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/4441-76250-0023_8063-274115-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/4441-76250-0023_8063-274115-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/4441-76250-0023_8063-274115-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/4441-76250-0023_8063-274115-0022.wav,27660.0
5688-41232-0015_7302-86815-0036,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/5688-41232-0015_7302-86815-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/5688-41232-0015_7302-86815-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/5688-41232-0015_7302-86815-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/5688-41232-0015_7302-86815-0036.wav,28450.0
3214-167607-0032_4441-76262-0024,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/3214-167607-0032_4441-76262-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/3214-167607-0032_4441-76262-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/3214-167607-0032_4441-76262-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/3214-167607-0032_4441-76262-0024.wav,30240.0
4014-186183-0011_5688-15787-0040,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/4014-186183-0011_5688-15787-0040.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/4014-186183-0011_5688-15787-0040.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/4014-186183-0011_5688-15787-0040.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/4014-186183-0011_5688-15787-0040.wav,9850.0
8324-286681-0005_7302-86815-0080,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/8324-286681-0005_7302-86815-0080.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/8324-286681-0005_7302-86815-0080.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/8324-286681-0005_7302-86815-0080.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/8324-286681-0005_7302-86815-0080.wav,27420.0
374-180299-0024_3214-167607-0006,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/374-180299-0024_3214-167607-0006.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/374-180299-0024_3214-167607-0006.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/374-180299-0024_3214-167607-0006.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/374-180299-0024_3214-167607-0006.wav,29720.0
8324-286682-0016_6415-116629-0001,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/8324-286682-0016_6415-116629-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/8324-286682-0016_6415-116629-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/8324-286682-0016_6415-116629-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/8324-286682-0016_6415-116629-0001.wav,30570.0
4441-76250-0008_5688-41232-0074,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/4441-76250-0008_5688-41232-0074.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/4441-76250-0008_5688-41232-0074.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/4441-76250-0008_5688-41232-0074.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/4441-76250-0008_5688-41232-0074.wav,26060.0
8324-286682-0018_7302-86815-0063,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/8324-286682-0018_7302-86815-0063.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/8324-286682-0018_7302-86815-0063.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/8324-286682-0018_7302-86815-0063.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/8324-286682-0018_7302-86815-0063.wav,30270.0
1502-122619-0033_7302-86815-0084,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/1502-122619-0033_7302-86815-0084.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/1502-122619-0033_7302-86815-0084.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/1502-122619-0033_7302-86815-0084.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/1502-122619-0033_7302-86815-0084.wav,24420.0
1502-122619-0025_374-180299-0036,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/1502-122619-0025_374-180299-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/1502-122619-0025_374-180299-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/1502-122619-0025_374-180299-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/1502-122619-0025_374-180299-0036.wav,30440.0
6415-111615-0005_8324-286683-0037,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/6415-111615-0005_8324-286683-0037.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/6415-111615-0005_8324-286683-0037.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/6415-111615-0005_8324-286683-0037.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/6415-111615-0005_8324-286683-0037.wav,29010.0
1502-122615-0005_4441-76263-0046,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/1502-122615-0005_4441-76263-0046.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/1502-122615-0005_4441-76263-0046.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/1502-122615-0005_4441-76263-0046.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/1502-122615-0005_4441-76263-0046.wav,24720.0
4441-76262-0023_1502-122619-0053,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/4441-76262-0023_1502-122619-0053.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/4441-76262-0023_1502-122619-0053.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/4441-76262-0023_1502-122619-0053.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/4441-76262-0023_1502-122619-0053.wav,29090.0
8063-274115-0008_3214-167607-0034,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/8063-274115-0008_3214-167607-0034.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/8063-274115-0008_3214-167607-0034.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/8063-274115-0008_3214-167607-0034.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/8063-274115-0008_3214-167607-0034.wav,26580.0
4441-76250-0016_3214-167606-0009,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/4441-76250-0016_3214-167606-0009.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/4441-76250-0016_3214-167606-0009.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/4441-76250-0016_3214-167606-0009.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/4441-76250-0016_3214-167606-0009.wav,29210.0
7302-86815-0046_5688-41232-0060,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/7302-86815-0046_5688-41232-0060.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/7302-86815-0046_5688-41232-0060.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/7302-86815-0046_5688-41232-0060.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/7302-86815-0046_5688-41232-0060.wav,27980.0
6415-111615-0018_374-180299-0025,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/6415-111615-0018_374-180299-0025.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/6415-111615-0018_374-180299-0025.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/6415-111615-0018_374-180299-0025.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/6415-111615-0018_374-180299-0025.wav,26650.0
374-180298-0029_3214-167602-0028,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/374-180298-0029_3214-167602-0028.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/374-180298-0029_3214-167602-0028.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/374-180298-0029_3214-167602-0028.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/374-180298-0029_3214-167602-0028.wav,30250.0
3214-167607-0038_4014-186176-0017,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/3214-167607-0038_4014-186176-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/3214-167607-0038_4014-186176-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/3214-167607-0038_4014-186176-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/3214-167607-0038_4014-186176-0017.wav,29430.0
1502-122619-0006_8324-286683-0020,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/1502-122619-0006_8324-286683-0020.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/1502-122619-0006_8324-286683-0020.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/1502-122619-0006_8324-286683-0020.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/1502-122619-0006_8324-286683-0020.wav,27760.0
4441-76262-0001_7302-86815-0022,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/mix_both/4441-76262-0001_7302-86815-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s1/4441-76262-0001_7302-86815-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/s2/4441-76262-0001_7302-86815-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav2k/max/train-100-rand10-train/noise/4441-76262-0001_7302-86815-0022.wav,25660.0
