mixture_ID,mixture_path,source_1_path,source_2_path,noise_path,length
8063-274112-0000_374-180299-0001,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/8063-274112-0000_374-180299-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/8063-274112-0000_374-180299-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/8063-274112-0000_374-180299-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/8063-274112-0000_374-180299-0001.wav,13160.0
5688-41232-0075_4441-76250-0000,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/5688-41232-0075_4441-76250-0000.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/5688-41232-0075_4441-76250-0000.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/5688-41232-0075_4441-76250-0000.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/5688-41232-0075_4441-76250-0000.wav,16980.0
374-180298-0060_1502-122619-0087,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/374-180298-0060_1502-122619-0087.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/374-180298-0060_1502-122619-0087.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/374-180298-0060_1502-122619-0087.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/374-180298-0060_1502-122619-0087.wav,19000.0
4441-76263-0032_1502-122615-0032,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/4441-76263-0032_1502-122615-0032.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/4441-76263-0032_1502-122615-0032.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/4441-76263-0032_1502-122615-0032.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/4441-76263-0032_1502-122615-0032.wav,12040.0
4014-186183-0000_8324-286683-0024,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/4014-186183-0000_8324-286683-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/4014-186183-0000_8324-286683-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/4014-186183-0000_8324-286683-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/4014-186183-0000_8324-286683-0024.wav,36740.0
6415-111615-0037_4441-76262-0002,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/6415-111615-0037_4441-76262-0002.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/6415-111615-0037_4441-76262-0002.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/6415-111615-0037_4441-76262-0002.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/6415-111615-0037_4441-76262-0002.wav,21920.0
8324-286681-0003_4014-186175-0021,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/8324-286681-0003_4014-186175-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/8324-286681-0003_4014-186175-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/8324-286681-0003_4014-186175-0021.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/8324-286681-0003_4014-186175-0021.wav,15600.0
1502-122619-0052_374-180298-0030,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/1502-122619-0052_374-180298-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/1502-122619-0052_374-180298-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/1502-122619-0052_374-180298-0030.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/1502-122619-0052_374-180298-0030.wav,21820.0
7302-86814-0000_5688-15787-0012,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/7302-86814-0000_5688-15787-0012.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/7302-86814-0000_5688-15787-0012.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/7302-86814-0000_5688-15787-0012.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/7302-86814-0000_5688-15787-0012.wav,55440.0
7302-86814-0026_5688-41232-0054,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/7302-86814-0026_5688-41232-0054.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/7302-86814-0026_5688-41232-0054.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/7302-86814-0026_5688-41232-0054.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/7302-86814-0026_5688-41232-0054.wav,24380.0
7302-86815-0030_374-180299-0017,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/7302-86815-0030_374-180299-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/7302-86815-0030_374-180299-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/7302-86815-0030_374-180299-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/7302-86815-0030_374-180299-0017.wav,26600.0
4441-76250-0023_8063-274115-0022,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/4441-76250-0023_8063-274115-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/4441-76250-0023_8063-274115-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/4441-76250-0023_8063-274115-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/4441-76250-0023_8063-274115-0022.wav,21620.0
5688-41232-0015_7302-86815-0036,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/5688-41232-0015_7302-86815-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/5688-41232-0015_7302-86815-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/5688-41232-0015_7302-86815-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/5688-41232-0015_7302-86815-0036.wav,12920.0
3214-167607-0032_4441-76262-0024,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/3214-167607-0032_4441-76262-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/3214-167607-0032_4441-76262-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/3214-167607-0032_4441-76262-0024.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/3214-167607-0032_4441-76262-0024.wav,57200.0
4014-186183-0011_5688-15787-0040,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/4014-186183-0011_5688-15787-0040.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/4014-186183-0011_5688-15787-0040.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/4014-186183-0011_5688-15787-0040.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/4014-186183-0011_5688-15787-0040.wav,12580.0
8324-286681-0005_7302-86815-0080,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/8324-286681-0005_7302-86815-0080.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/8324-286681-0005_7302-86815-0080.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/8324-286681-0005_7302-86815-0080.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/8324-286681-0005_7302-86815-0080.wav,54800.0
374-180299-0024_3214-167607-0006,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/374-180299-0024_3214-167607-0006.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/374-180299-0024_3214-167607-0006.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/374-180299-0024_3214-167607-0006.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/374-180299-0024_3214-167607-0006.wav,56460.0
8324-286682-0016_6415-116629-0001,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/8324-286682-0016_6415-116629-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/8324-286682-0016_6415-116629-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/8324-286682-0016_6415-116629-0001.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/8324-286682-0016_6415-116629-0001.wav,58760.0
4441-76250-0008_5688-41232-0074,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/4441-76250-0008_5688-41232-0074.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/4441-76250-0008_5688-41232-0074.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/4441-76250-0008_5688-41232-0074.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/4441-76250-0008_5688-41232-0074.wav,35980.0
8324-286682-0018_7302-86815-0063,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/8324-286682-0018_7302-86815-0063.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/8324-286682-0018_7302-86815-0063.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/8324-286682-0018_7302-86815-0063.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/8324-286682-0018_7302-86815-0063.wav,57320.0
1502-122619-0033_7302-86815-0084,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/1502-122619-0033_7302-86815-0084.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/1502-122619-0033_7302-86815-0084.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/1502-122619-0033_7302-86815-0084.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/1502-122619-0033_7302-86815-0084.wav,42520.0
1502-122619-0025_374-180299-0036,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/1502-122619-0025_374-180299-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/1502-122619-0025_374-180299-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/1502-122619-0025_374-180299-0036.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/1502-122619-0025_374-180299-0036.wav,53520.0
6415-111615-0005_8324-286683-0037,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/6415-111615-0005_8324-286683-0037.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/6415-111615-0005_8324-286683-0037.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/6415-111615-0005_8324-286683-0037.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/6415-111615-0005_8324-286683-0037.wav,56280.0
1502-122615-0005_4441-76263-0046,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/1502-122615-0005_4441-76263-0046.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/1502-122615-0005_4441-76263-0046.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/1502-122615-0005_4441-76263-0046.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/1502-122615-0005_4441-76263-0046.wav,30920.0
4441-76262-0023_1502-122619-0053,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/4441-76262-0023_1502-122619-0053.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/4441-76262-0023_1502-122619-0053.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/4441-76262-0023_1502-122619-0053.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/4441-76262-0023_1502-122619-0053.wav,39760.0
8063-274115-0008_3214-167607-0034,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/8063-274115-0008_3214-167607-0034.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/8063-274115-0008_3214-167607-0034.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/8063-274115-0008_3214-167607-0034.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/8063-274115-0008_3214-167607-0034.wav,45300.0
4441-76250-0016_3214-167606-0009,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/4441-76250-0016_3214-167606-0009.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/4441-76250-0016_3214-167606-0009.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/4441-76250-0016_3214-167606-0009.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/4441-76250-0016_3214-167606-0009.wav,55660.0
7302-86815-0046_5688-41232-0060,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/7302-86815-0046_5688-41232-0060.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/7302-86815-0046_5688-41232-0060.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/7302-86815-0046_5688-41232-0060.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/7302-86815-0046_5688-41232-0060.wav,53920.0
6415-111615-0018_374-180299-0025,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/6415-111615-0018_374-180299-0025.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/6415-111615-0018_374-180299-0025.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/6415-111615-0018_374-180299-0025.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/6415-111615-0018_374-180299-0025.wav,51720.0
374-180298-0029_3214-167602-0028,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/374-180298-0029_3214-167602-0028.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/374-180298-0029_3214-167602-0028.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/374-180298-0029_3214-167602-0028.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/374-180298-0029_3214-167602-0028.wav,12540.0
3214-167607-0038_4014-186176-0017,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/3214-167607-0038_4014-186176-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/3214-167607-0038_4014-186176-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/3214-167607-0038_4014-186176-0017.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/3214-167607-0038_4014-186176-0017.wav,22320.0
1502-122619-0006_8324-286683-0020,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/1502-122619-0006_8324-286683-0020.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/1502-122619-0006_8324-286683-0020.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/1502-122619-0006_8324-286683-0020.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/1502-122619-0006_8324-286683-0020.wav,31640.0
4441-76262-0001_7302-86815-0022,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/mix_both/4441-76262-0001_7302-86815-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s1/4441-76262-0001_7302-86815-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/s2/4441-76262-0001_7302-86815-0022.wav,/mnt/scratch07/hushell/UploadAI/datasets/Avatar10Mix2/wav4k/min/train-100-rand10-train/noise/4441-76262-0001_7302-86815-0022.wav,13460.0
